2020-01-24 19:14:57.158227,ILHAM
2020-01-24 19:14:57.253374,ILHAM
2020-01-24 19:14:57.349522,ILHAM
2020-01-24 19:14:57.445669,ILHAM
2020-01-24 19:14:57.538811,ILHAM
2020-01-24 19:14:57.651984,ILHAM
2020-01-24 19:14:57.763154,ILHAM
2020-01-24 19:14:57.858301,ILHAM
2020-01-24 19:14:57.954447,ILHAM
2020-01-24 19:14:58.056605,ILHAM
2020-01-24 19:14:58.147743,ILHAM
2020-01-24 19:14:58.243890,ILHAM
2020-01-24 19:14:58.349174,ILHAM
2020-01-24 19:14:58.445316,ILHAM
2020-01-24 19:14:58.470375,ILHAM
2020-01-24 19:14:58.561377,ILHAM
2020-01-24 19:14:58.655636,ILHAM
2020-01-24 19:14:58.750810,ILHAM
2020-01-24 19:14:58.859834,ILHAM
2020-01-24 19:14:58.954078,ILHAM
2020-01-24 19:14:59.120211,UNKNOWN
2020-01-24 19:14:59.314506,UNKNOWN
2020-01-24 19:14:59.395491,UNKNOWN
2020-01-24 19:14:59.477617,UNKNOWN
2020-01-24 19:14:59.573764,ILHAM
2020-01-24 19:14:59.596799,UNKNOWN
2020-01-24 19:14:59.705075,ILHAM
2020-01-24 19:14:59.797108,UNKNOWN
2020-01-24 19:14:59.888375,ILHAM
2020-01-24 19:14:59.983391,ILHAM
2020-01-24 19:15:00.095439,ILHAM
2020-01-24 19:15:00.266255,ILHAM
2020-01-24 19:15:00.364545,ILHAM
2020-01-24 19:15:00.461554,ILHAM
2020-01-24 19:15:00.558704,ILHAM
2020-01-24 19:15:00.657993,ILHAM
2020-01-24 19:15:00.753001,UNKNOWN
2020-01-24 19:15:00.789057,ILHAM
2020-01-24 19:15:00.901231,ILHAM
2020-01-24 19:15:00.931277,UNKNOWN
2020-01-24 19:15:01.030428,ILHAM
2020-01-24 19:15:01.060473,UNKNOWN
2020-01-24 19:15:01.165633,ILHAM
2020-01-24 19:15:01.194675,UNKNOWN
2020-01-24 19:15:01.291826,ILHAM
2020-01-24 19:15:01.318867,UNKNOWN
2020-01-24 19:15:01.435045,UNKNOWN
2020-01-24 19:15:01.482119,ILHAM
2020-01-24 19:15:01.592287,ILHAM
2020-01-24 19:15:01.622330,UNKNOWN
2020-01-24 19:15:01.732500,ILHAM
2020-01-24 19:15:01.762546,UNKNOWN
2020-01-24 19:15:01.865704,ILHAM
2020-01-24 19:15:01.896751,UNKNOWN
2020-01-24 19:15:02.001912,ILHAM
2020-01-24 19:15:02.030956,UNKNOWN
2020-01-24 19:15:02.145132,ILHAM
2020-01-24 19:15:02.173175,UNKNOWN
2020-01-24 19:15:02.276333,ILHAM
2020-01-24 19:15:02.305377,UNKNOWN
2020-01-24 19:15:02.405532,ILHAM
2020-01-24 19:15:02.435576,UNKNOWN
2020-01-24 19:15:02.537733,ILHAM
2020-01-24 19:15:02.567781,UNKNOWN
2020-01-24 19:15:02.669938,ILHAM
2020-01-24 19:15:02.698981,UNKNOWN
2020-01-24 19:15:02.802138,ILHAM
2020-01-24 19:15:02.832184,UNKNOWN
2020-01-24 19:15:02.935342,ILHAM
2020-01-24 19:15:02.965390,UNKNOWN
2020-01-24 19:15:03.066544,ILHAM
2020-01-24 19:15:03.096589,UNKNOWN
2020-01-24 19:15:03.198747,ILHAM
2020-01-24 19:15:03.227791,UNKNOWN
2020-01-24 19:15:03.338961,ILHAM
2020-01-24 19:15:03.370008,UNKNOWN
2020-01-24 19:15:03.472165,ILHAM
2020-01-24 19:15:03.502211,UNKNOWN
2020-01-24 19:15:03.605369,ILHAM
2020-01-24 19:15:03.634414,UNKNOWN
2020-01-24 19:15:03.737572,ILHAM
2020-01-24 19:15:03.766618,UNKNOWN
2020-01-24 19:15:03.869775,ILHAM
2020-01-24 19:15:03.899821,UNKNOWN
2020-01-24 19:15:04.007986,ILHAM
2020-01-24 19:15:04.037034,UNKNOWN
2020-01-24 19:15:04.152206,ILHAM
2020-01-24 19:15:04.198278,ILHAM
2020-01-24 19:15:04.299433,ILHAM
2020-01-24 19:15:04.327477,UNKNOWN
2020-01-24 19:15:04.427630,ILHAM
2020-01-24 19:15:04.453669,UNKNOWN
2020-01-24 19:15:04.553822,ILHAM
2020-01-24 19:15:04.583987,UNKNOWN
2020-01-24 19:15:04.684023,ILHAM
2020-01-24 19:15:04.713068,UNKNOWN
2020-01-24 19:15:04.816224,ILHAM
2020-01-24 19:15:04.844384,UNKNOWN
2020-01-24 19:15:04.948427,ILHAM
2020-01-24 19:15:04.976470,UNKNOWN
2020-01-24 19:15:05.095653,ILHAM
2020-01-24 19:15:05.130706,UNKNOWN
2020-01-24 19:15:05.233005,ILHAM
2020-01-24 19:15:05.260907,UNKNOWN
2020-01-24 19:15:05.365066,ILHAM
2020-01-24 19:15:05.393110,UNKNOWN
2020-01-24 19:15:05.504279,UNKNOWN
2020-01-24 19:15:05.548347,ILHAM
2020-01-24 19:15:05.651646,ILHAM
2020-01-24 19:15:05.677694,UNKNOWN
2020-01-24 19:15:05.774809,ILHAM
2020-01-24 19:15:05.801884,UNKNOWN
2020-01-24 19:15:05.900886,ILHAM
2020-01-24 19:15:05.926925,UNKNOWN
2020-01-24 19:15:06.022190,ILHAM
2020-01-24 19:15:06.046110,UNKNOWN
2020-01-24 19:15:06.160284,UNKNOWN
2020-01-24 19:15:06.197342,ILHAM
2020-01-24 19:15:06.295492,ILHAM
2020-01-24 19:15:06.324537,UNKNOWN
2020-01-24 19:15:06.420684,ILHAM
2020-01-24 19:15:06.447869,UNKNOWN
2020-01-24 19:15:06.547878,ILHAM
2020-01-24 19:15:06.576924,UNKNOWN
2020-01-24 19:15:06.681084,ILHAM
2020-01-24 19:15:06.710128,UNKNOWN
2020-01-24 19:15:06.805394,ILHAM
2020-01-24 19:15:06.832457,UNKNOWN
2020-01-24 19:15:06.928460,ILHAM
2020-01-24 19:15:06.957504,UNKNOWN
2020-01-24 19:15:07.058658,UNKNOWN
2020-01-24 19:15:07.105728,ILHAM
2020-01-24 19:15:07.223910,ILHAM
2020-01-24 19:15:07.251954,UNKNOWN
2020-01-24 19:15:07.352106,ILHAM
2020-01-24 19:15:07.376143,UNKNOWN
2020-01-24 19:15:07.479420,UNKNOWN
2020-01-24 19:15:07.528377,ILHAM
2020-01-24 19:15:07.628651,ILHAM
2020-01-24 19:15:07.656573,UNKNOWN
2020-01-24 19:15:07.757871,ILHAM
2020-01-24 19:15:07.783768,UNKNOWN
2020-01-24 19:15:07.893938,UNKNOWN
2020-01-24 19:15:07.938148,ILHAM
2020-01-24 19:15:08.040161,ILHAM
2020-01-24 19:15:08.069207,UNKNOWN
2020-01-24 19:15:08.169361,ILHAM
2020-01-24 19:15:08.197402,UNKNOWN
2020-01-24 19:15:08.299559,ILHAM
2020-01-24 19:15:08.326600,UNKNOWN
2020-01-24 19:15:08.423749,ILHAM
2020-01-24 19:15:08.446789,UNKNOWN
2020-01-24 19:15:08.551944,UNKNOWN
2020-01-24 19:15:08.590003,ILHAM
2020-01-24 19:15:08.695165,ILHAM
2020-01-24 19:15:08.722206,UNKNOWN
2020-01-24 19:15:08.822360,ILHAM
2020-01-24 19:15:08.850548,UNKNOWN
2020-01-24 19:15:08.944548,ILHAM
2020-01-24 19:15:08.967582,UNKNOWN
2020-01-24 19:15:09.068738,UNKNOWN
2020-01-24 19:15:09.113807,ILHAM
2020-01-24 19:15:09.223975,UNKNOWN
2020-01-24 19:15:09.270046,ILHAM
2020-01-24 19:15:09.369336,ILHAM
2020-01-24 19:15:09.396244,UNKNOWN
2020-01-24 19:15:09.496502,ILHAM
2020-01-24 19:15:09.524435,UNKNOWN
2020-01-24 19:15:09.619580,ILHAM
2020-01-24 19:15:09.647742,UNKNOWN
2020-01-24 19:15:09.750775,ILHAM
2020-01-24 19:15:09.777815,UNKNOWN
2020-01-24 19:15:09.878058,UNKNOWN
2020-01-24 19:15:09.924057,ILHAM
2020-01-24 19:15:10.026190,ILHAM
2020-01-24 19:15:10.054233,UNKNOWN
2020-01-24 19:15:10.157508,ILHAM
2020-01-24 19:15:10.185557,UNKNOWN
2020-01-24 19:15:10.303614,ILHAM
2020-01-24 19:15:10.331656,UNKNOWN
2020-01-24 19:15:10.430808,ILHAM
2020-01-24 19:15:10.456849,UNKNOWN
2020-01-24 19:15:10.555001,ILHAM
2020-01-24 19:15:10.578035,UNKNOWN
2020-01-24 19:15:10.687201,ILHAM
2020-01-24 19:15:10.713241,UNKNOWN
2020-01-24 19:15:10.802378,ILHAM
2020-01-24 19:15:10.891514,UNKNOWN
2020-01-24 19:15:10.976646,UNKNOWN
2020-01-24 19:15:11.061776,UNKNOWN
2020-01-24 19:15:11.163932,UNKNOWN
2020-01-24 19:15:11.260080,UNKNOWN
2020-01-24 19:15:11.349216,UNKNOWN
2020-01-24 19:15:11.435349,UNKNOWN
2020-01-24 19:15:11.521480,UNKNOWN
2020-01-24 19:15:11.609617,UNKNOWN
2020-01-24 19:15:11.696749,UNKNOWN
2020-01-24 19:15:11.804050,UNKNOWN
2020-01-24 19:15:11.894053,UNKNOWN
2020-01-24 19:15:11.992202,ILHAM
2020-01-24 19:15:12.021246,UNKNOWN
2020-01-24 19:15:12.119396,ILHAM
2020-01-24 19:15:12.146435,UNKNOWN
2020-01-24 19:15:12.243586,ILHAM
2020-01-24 19:15:12.270625,UNKNOWN
