2020-01-24 19:14:46.114621,ILHAM
2020-01-24 19:14:46.349286,ILHAM
2020-01-24 19:14:46.454594,ILHAM
2020-01-24 19:14:46.550361,ILHAM
2020-01-24 19:14:46.634094,ILHAM
2020-01-24 19:14:46.721355,ILHAM
2020-01-24 19:14:46.808325,ILHAM
2020-01-24 19:14:46.897693,ILHAM
2020-01-24 19:14:46.988438,ILHAM
2020-01-24 19:14:47.072546,ILHAM
2020-01-24 19:14:47.160680,ILHAM
2020-01-24 19:14:47.263954,ILHAM
2020-01-24 19:14:47.346967,ILHAM
2020-01-24 19:14:47.431096,ILHAM
2020-01-24 19:14:47.515364,ILHAM
2020-01-24 19:14:47.602358,ILHAM
2020-01-24 19:14:47.689492,ILHAM
2020-01-24 19:14:47.773620,ILHAM
2020-01-24 19:14:47.866762,ILHAM
2020-01-24 19:14:47.954900,ILHAM
2020-01-24 19:14:48.041029,ILHAM
2020-01-24 19:14:48.134174,ILHAM
2020-01-24 19:14:48.237331,ILHAM
2020-01-24 19:14:48.329472,ILHAM
2020-01-24 19:14:48.427742,ILHAM
2020-01-24 19:14:48.520765,ILHAM
2020-01-24 19:14:48.614908,ILHAM
2020-01-24 19:14:48.708171,ILHAM
2020-01-24 19:14:48.804317,ILHAM
2020-01-24 19:14:48.901346,ILHAM
2020-01-24 19:14:48.986475,UNKNOWN
2020-01-24 19:14:49.030544,ILHAM
2020-01-24 19:14:49.124688,ILHAM
2020-01-24 19:14:49.148724,UNKNOWN
2020-01-24 19:14:49.239983,UNKNOWN
2020-01-24 19:14:49.284055,ILHAM
2020-01-24 19:14:49.385087,ILHAM
2020-01-24 19:14:49.408122,UNKNOWN
2020-01-24 19:14:49.506274,ILHAM
2020-01-24 19:14:49.531310,UNKNOWN
2020-01-24 19:14:49.630462,UNKNOWN
2020-01-24 19:14:49.670528,ILHAM
2020-01-24 19:14:49.774799,ILHAM
2020-01-24 19:14:49.802729,UNKNOWN
2020-01-24 19:14:49.908004,ILHAM
2020-01-24 19:14:49.933069,UNKNOWN
2020-01-24 19:14:50.018057,UNKNOWN
2020-01-24 19:14:50.060120,ILHAM
2020-01-24 19:14:50.158416,ILHAM
2020-01-24 19:14:50.178303,UNKNOWN
2020-01-24 19:14:50.299487,ILHAM
2020-01-24 19:14:50.324525,UNKNOWN
2020-01-24 19:14:50.412774,UNKNOWN
2020-01-24 19:14:50.459869,ILHAM
2020-01-24 19:14:50.559023,ILHAM
2020-01-24 19:14:50.642012,UNKNOWN
2020-01-24 19:14:50.684077,ILHAM
2020-01-24 19:14:50.773214,UNKNOWN
2020-01-24 19:14:50.814419,ILHAM
2020-01-24 19:14:50.928448,ILHAM
2020-01-24 19:14:51.022595,ILHAM
2020-01-24 19:14:51.156781,ILHAM
2020-01-24 19:14:51.262944,ILHAM
2020-01-24 19:14:51.356088,ILHAM
2020-01-24 19:14:51.450230,ILHAM
2020-01-24 19:14:51.543372,ILHAM
2020-01-24 19:14:51.637636,ILHAM
2020-01-24 19:14:51.732662,ILHAM
2020-01-24 19:14:51.830838,ILHAM
2020-01-24 19:14:51.934972,ILHAM
2020-01-24 19:14:52.040253,ILHAM
2020-01-24 19:14:52.134279,ILHAM
2020-01-24 19:14:52.229546,ILHAM
2020-01-24 19:14:52.322568,ILHAM
2020-01-24 19:14:52.419715,ILHAM
2020-01-24 19:14:52.514861,ILHAM
2020-01-24 19:14:52.613152,ILHAM
2020-01-24 19:14:52.716170,ILHAM
2020-01-24 19:14:52.825338,ILHAM
2020-01-24 19:14:52.948525,ILHAM
2020-01-24 19:14:53.025756,UNKNOWN
2020-01-24 19:14:53.070854,ILHAM
2020-01-24 19:14:53.151837,UNKNOWN
2020-01-24 19:14:53.193901,ILHAM
2020-01-24 19:14:53.303068,ILHAM
2020-01-24 19:14:53.419359,ILHAM
2020-01-24 19:14:53.501374,UNKNOWN
2020-01-24 19:14:53.550471,ILHAM
2020-01-24 19:14:53.652606,ILHAM
2020-01-24 19:14:53.749755,ILHAM
2020-01-24 19:14:53.871939,ILHAM
2020-01-24 19:14:53.991243,ILHAM
2020-01-24 19:14:54.016278,UNKNOWN
2020-01-24 19:14:54.114427,ILHAM
2020-01-24 19:14:54.214461,ILHAM
2020-01-24 19:14:54.322626,ILHAM
2020-01-24 19:14:54.444936,ILHAM
2020-01-24 19:14:54.545087,ILHAM
2020-01-24 19:14:54.647123,ILHAM
2020-01-24 19:14:54.748399,ILHAM
2020-01-24 19:14:54.842423,ILHAM
2020-01-24 19:14:54.939572,ILHAM
2020-01-24 19:14:55.041729,ILHAM
2020-01-24 19:14:55.105089,UNKNOWN
2020-01-24 19:14:55.226274,ILHAM
2020-01-24 19:14:55.336443,ILHAM
2020-01-24 19:14:55.437716,ILHAM
2020-01-24 19:14:55.533744,ILHAM
2020-01-24 19:14:55.630893,ILHAM
2020-01-24 19:14:55.746070,ILHAM
2020-01-24 19:14:55.841358,ILHAM
2020-01-24 19:14:55.936479,ILHAM
2020-01-24 19:14:56.037518,ILHAM
2020-01-24 19:14:56.152692,ILHAM
2020-01-24 19:14:56.248840,ILHAM
2020-01-24 19:14:56.343122,ILHAM
2020-01-24 19:14:56.436274,ILHAM
2020-01-24 19:14:56.532275,ILHAM
2020-01-24 19:14:56.628565,ILHAM
2020-01-24 19:14:56.725573,ILHAM
2020-01-24 19:14:56.840742,ILHAM
2020-01-24 19:14:56.952913,ILHAM
2020-01-24 19:14:57.062081,ILHAM
